OBJECTID,NETWORK_AREA,CORRIDOR_ID,CORRIDOR_DESCR,LINK_ID,LINK_DESCR,LINK_FROM,LINK_TO,LINK_FLOW,LINK_DIRN,LINK_SEQ,GEOLOCSTLength
6185423,North East,1120007,Collier Rd,63095,Collier Rd,Broun Av,Beechboro Rd South,I,,2,0.0121200024274525
6185424,North East,1120007,Collier Rd,63096,Collier Rd,Beechboro Rd South,Tonkin Hwy,I,,3,0.00749971351234403
6185425,North East,1120007,Collier Rd,63097,Collier Rd,Tonkin Hwy,Collier Rd & Grey St & Jackson St,I,,4,0.00375570870522425
6185426,North East,1120008,King William St,63107,King William St,Coode St & Whatley Cr,Guildford Rd,I,,1,0.00847461194914999
6185427,North East,1120008,King William St,63108,King William St,Guildford Rd,King William St - End Road,I,,2,0.00567886209677638
6185428,North East,1120009,Railway Pde,63117,Railway Pde,Hotham St Bridge,Grand Prom,I,,1,0.000970016004567693
6185429,North East,1120009,Railway Pde,63118,Railway Pde,Grand Prom,Caledonian Av,I,,2,0.00778952647195991
6185430,North East,1120009,Railway Pde,63119,Railway Pde,Caledonian Av,Railway Pde & Central Av,I,,3,0.0073004852833648
6185431,North East,1120010,Coode St,63128,Coode St,Whatley Cr & King William St,Railway Pde,I,,1,0.000641105269981292
6185432,North East,1120010,Coode St,63129,Coode St,Railway Pde,Broun Av,I,,2,0.0149367615579529
6185433,North East,1120010,Coode St,63130,Coode St,Broun Av,Coode St & Walter Rd West,I,,3,0.0139465216031975
6185434,North East,1120012,Wellington Rd,63141,Wellington Rd,Camboon Rd & Morley Dr,Walter Rd West & Old Collier Rd,I,,1,0.0111111372224724
6185435,North East,1120013,Whatley Cr,63152,Whatley Cr,Guildford Rd & East Pde,Third Av,I,,1,0.00802581568944074
6185436,North East,1120013,Whatley Cr,63153,Whatley Cr,Third Av,Eighth Av,I,,2,0.00775439874843281
6185437,North East,1120013,Whatley Cr,63154,Whatley Cr,Eighth Av,Caledonian Av,I,,3,0.00347454498540683
6185438,North East,1120013,Whatley Cr,63155,Whatley Cr,Caledonian Av,Garratt Rd,I,,4,0.0111916954399679
6185439,North East,1120013,Whatley Cr,63156,Whatley Cr,Garratt Rd,Coode St & King William St,I,,5,0.00782612332021448
6185440,North East,1120013,Whatley Cr,63157,Whatley Cr,Coode St & King William St,Newton St,I,,6,0.0131858696373778
6185441,North East,1120014,Benara Rd,63167,Benara Rd,Benara Rd & Milligan Av,Beechboro Rd North,I,,1,0.00865281713736267
6185442,North East,1120014,Benara Rd,63168,Benara Rd,Beechboro Rd North,Tonkin Hwy,I,,2,0.0028894010850964
6185443,North East,1120014,Benara Rd,63169,Benara Rd,Tonkin Hwy,Crimea St,I,,3,0.00821893368745354
6185444,North East,1120014,Benara Rd,63170,Benara Rd,Crimea St,Strutt Wy,I,,4,0.00461470971318414
6185445,North East,1120016,Morley Dr,63180,Morley Dr,Wicks St & Morley Dr East,Beechboro Rd North,I,,1,0.00763085939077448
6185446,North East,1120016,Morley Dr,63181,Morley Dr,Beechboro Rd North,Tonkin Hwy & Morley Dr,I,,2,0.00562459718543574
6185447,North East,1120017,Crimea St,63192,Crimea St,Malaga Dr,Benara Rd,I,,1,0.00422053811584318
6185448,North East,1120017,Crimea St,63193,Crimea St,Benara Rd,Morley Dr,I,,2,0.0122361645258639
6185449,North East,1120017,Crimea St,63194,Crimea St,Morley Dr,Walter Rd West,I,,3,0.0070356903126961
6185450,North East,1120017,Crimea St,63195,Crimea St,Walter Rd West,Endeavour Rd,I,,4,0.00359614552435985
6185451,North East,1120018,Camboon Rd,63205,Camboon Rd,Gill St,Morley Dr & Wellington Rd,I,,1,0.00328784032302166
6185452,North East,1120020,Beechboro Rd South,63215,Beechboro Rd South,Embleton Av,Collier Rd,I,,1,0.00118298237655011
